codigo_ocorrencia4,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_dias_para_feedback
377,51083,"Desenvolver um programa de treinamento e capacitação para controladores de tráfego aéreo que aumente a consciência situacional quanto à presença de animais e bandos de aves, no solo ou em voo, como perigos ocasionais que podem representar obstáculos à operação de aeronaves.",CUMPRIDA,DECEA,
378,51083,"APERFEIçOAR A REGULAçãO DE CONTROLE DE TRáFEGO AéREO, RATIFICANDO A OBRIGATORIEDADE DE NOTIFICAçãO DE COLISõES COM FAUNA, EM ATé 72 HORAS, POR CONTROLADORES DE TRáFEGO AéREO, VIABILIZANDO A COLETA DE INFORMAçõES PARA INVESTIGAçãO DE OCORRêNCIAS E UTILIZAçãO NO PROGRAMA DE GERENCIAMENTO DE RISCO DE FAUNA LOCAL.",CUMPRIDA,DECEA,
379,51393,"Tendo em vista os fatos observados e relatados nest e relatório, a repetição de ocorrências aeronáuticas com aeronaves E-202, por n ão observação dos pilotos no que diz respeito aos limites operacionais determinados pelo fabricante da aeronave e claramente expressos nos manuais, intensificar o gr au e o nível de avaliação dos pilotos por ocasião de cheque inicial e cheques de rotina.",CUMPRIDA,ANAC,123.0
380,51412,"Atuar  junto  à  Aero  Agrícola  Santos  Dumont  para  que  seja  confeccionado  e  atualizado, periodicamente,  um  manual  de  procedimentos  de  voo  para  os  instrutores  e  alunos  da empresa.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,
381,51412,Atuar junto aos responsáveis pela Supervisão Gerencial da Aero Agrícola Santos Dumont Ltda.  para  que  seja  monitorado  o  desempenho  dos  alunos  e  instrutores  dos  diversos cursos oferecidos pela empresa,AGUARDANDO RESPOSTA,ANAC,
382,51412,"Atuar junto aos responsáveis pela Supervisão Gerencial da Aero Agrícola Santos Dumont Ltda.  para  que  seja  gerenciado  o  intervalo  entre  os  voos  de  cada  piloto,  de  forma  a possibilitar tempo adequado para briefinge debriefing, e para o descanso dos mesmo.",AGUARDANDO RESPOSTA,ANAC,
383,51412,"Atuar  junto  à  Aero  Agrícola  Santos  Dumont  Ltda.  no  sentido  de  tornar  efetiva  a participação  do  GSO  da  empresa  para  a  segurança  das  operações,  o  qual  deverá:  criar procedimentos   formais   para   troca   de   informações   entre   os   pilotos;   incentivar   o preenchimento e a divulgação de RELPREV; realizar o gerenciamento de risco dos voos; realizar  reuniões  periódicas  sobre segurança  de  voo,  ressaltando  a  importância  de observar as limitações de cada aeronave da empresa e as consequências da indisciplina de voo.",AGUARDANDO RESPOSTA,ANAC,
384,51414,"Determinar ao operador do aeródromo a suspenção temporária da operação normal de aeronaves de asas fixa no local, durante o período noturno, até que ações mitigadoras que restrinjam o acesso à pista de pouso por animais terrestres com massa superior a 1 kg sejam adotadas. A operação diurna possibilita às tripulações a percepção antecipada da possível presença de animais terrestres sobre a pista.",CUMPRIDA,ANAC,427.0
385,51414,"Determinar ao operador do aeródromo que efetue inspeções em todo o perímetro da pista, utilizando carro ou outros meios julgados necessários à garantia de que não há animais nas proximidades da mesma, antes de todos os pousos e decolagens, durante o período de operação do aeródromo.",CUMPRIDA,ANAC,427.0
386,51414,"Determinar ao operador do aeródromo que instale cercas operacionais que impeçam o acesso de animais terrestres à pista de pouso, em caráter de urgência.",CUMPRIDA,ANAC,427.0
387,51414,"Determinar ao operador do aeródromo o cumprimento dos requisitos contidos no RBAC 164, a fim de aumentar a segurança da operação no local, uma vez que lá operam aeronaves da categoria transporte regional.",CUMPRIDA,ANAC,427.0
388,51414,"Determinar ao operador do aeródromo e aos operadores de aeronaves que façam o reporte de colisões, quase colisões e avistamentos de fauna por meio de sítio Internet do Cenipa (Ficha Cenipa 15 – FC15).  Alternativamente, em casos de maior severidade, o “Relatório ao Cenipa para a Segurança de Voo – RCSV” pode ser utilizado para reportar situações que tenham sido reportadas por Relatório de Prevenção (RELPREV), mas não tenham sido sanadas pelo operador do aeródromo.",CUMPRIDA,ANAC,427.0
389,51414,Divulgar essas recomendações entre os operadores de aeronaves que utilizam regularmente o aeródromo de Porto Urucu.,CUMPRIDA,ANAC,183.0
390,51416,"Redefinir, de maneira clara, em relação à operação de helicópteros em local não homologado ou registrado, no RBHA 91.327.a.(3), os parâmetros que possam garantir a segurança da aeronave e seus ocupantes e de terceiros.",CUMPRIDA,ANAC,49.0
391,51416,Redefinir os requisitos mínimos necessários de formação dos pilotos de helicóptero da aviação civil brasileira de forma que estes tenham pleno conhecimento dos riscos relacionados à desorientação espacial para a atividade aérea.,CUMPRIDA,ANAC,100.0
392,51440,"Certificar-se, por ocasião de vistoria técnica realizada na aeronave de marcas PR-STJ, do adequado funcionamento do seu CVR.",NÃO CUMPRIDA,ANAC,265.0
393,51442,"Atuar junto ao operador, o Departamento da Polícia Federal, a fim de que este incorpore em seu Programa de Treinamento da Coordenação de Aviação Operacional (CAOP/DPF) uma programação padronizada para missões de readaptação, abordando diretamente todas as tarefas a serem cumpridas pelos operadores aerotáticos, de forma a mitigar os riscos envolvidos em Operações Aeropoliciais.",CUMPRIDA,ANAC,755.0
394,51442,"Atuar junto ao operador, o Departamento da Polícia Federal, a fim de que este crie mecanismos capazes de garantir que somente operadores aerotáticos detentores de uma adequada proficiência em operações aéreas sejam escalados para o cumprimento das missões Aeropoliciais.",CUMPRIDA,ANAC,755.0
395,51442,"Atuar junto ao operador, o Departamento da Polícia Federal, a fim de que este implemente, no âmbito de seu corpo de tripulantes, um adequado programa de treinamento de CRM, orientado, sobretudo, para as operações com helicópteros em área restrita.",CUMPRIDA,ANAC,755.0
396,51444,Analisar a necessidade de criação de requisitos de programa de treinamento para os operadores de aeronaves públicas.,CUMPRIDA,ANAC,81.0
397,51444,"Realizar gestões junto à Diretoria de Transporte Aéreo do Governo do Estado do Pará, de maneira a garantir que esta implemente, por meio de documento pertinente, procedimentos padronizados orientando seus pilotos e mecânicos a respeito dos voos de experiência.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,81.0
398,51444,"Realizar gestões junto à Diretoria de Transporte Aéreo do Governo do Estado do Pará, de maneira a garantir que, após a implementação, por parte deste operador, de procedimentos padronizados para os voos de experiência, apenas os tripulantes que tenham recebido instrução a respeito desse tipo de operação estejam autorizados a conduzir voos desta natureza.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,81.0
399,51444,"Realizar gestões junto à Diretoria de Transporte Aéreo do Governo do Estado do Pará, de maneira a garantir que sejam implementados treinamentos de CRM e de procedimentos de emergência aos tripulantes e mecânicos.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,81.0
400,51448,"Realizar gestões junto ao operador, no sentido de certificar-se que este passou a realizar um controle efetivo sobre a atualização das escriturações das cadernetas de manutenção da aeronave.",CUMPRIDA,ANAC,116.0
401,51449,"Divulgar os ensinamentos contidos no presente relatório, a fim de elevar a consciência situacional de operadores e de proprietários, notadamente no que se refere a serviços de manutenção inadequados ou em desacordo com os manuais de manutenção.",CUMPRIDA,ANAC,
402,51534,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE AS CARACTERíSTICAS ERGONôMICAS DA AERONAVE CESSNA 525, NA QUAL A VISUALIZAçãO DO PUNHO DE ACIONAMENTO DO FREIO DE EMERGêNCIA E DA PLACA COM A INSCRIçãO “EMERG BREAK PULL” é OBSTRUíDA PELA COLUNA DO MANCHE.",CUMPRIDA,ANAC,
403,51534,"REAVALIAR OS REQUISITOS DE TREINAMENTO PARA AS AERONAVES CESSNA 525 E SIMILARES, A FIM DE FORNECER OS CONHECIMENTOS NECESSáRIOS à SUA OPERAçãO SEGURA.",CUMPRIDA,ANAC,
404,51534,"ATUAR JUNTO àS ESCOLAS DE AVIAçãO E CENTROS DE TREINAMENTO CERTIFICADOS PARA O CESSNA 525, A FIM DE INCREMENTAR O CONHECIMENTO DOS INSTRUENDOS SOBRE O USO ADEQUADO DO FREIO DE EMERGêNCIA.",CUMPRIDA,ANAC,
405,51570,"ATUAR JUNTO À INFRAERO PARA QUE ESTA POSSA:    INTEGRAR NO SEU PLANO DE EXPANSÃO, O MAIS RÁPIDO POSSÍVEL, A CONSTRUÇÃO DE UMA ÁREA DE GIRO (TURN PAD) NA CABECEIRA DA PISTA 06 DO AEROPORTO INTERNACIONAL DE BELÉM, DE ACORDO COM AS RECOMENDAÇÕES DO ANEXO 14 DA ICAO, DE FORMA A AUMENTAR OS NÍVEIS DE SEGURANÇA DA OPERAÇÃO COM A AERONAVE AIRBUS A330-200.",CUMPRIDA,ANAC,173.0
406,51570,"ATUAR JUNTO À INFRAERO PARA QUE ESTA POSSA:    INTEGRAR NO SEU PROGRAMA DE SMS UM PLANO DE VERIFICAÇÃO DAS MEDIDAS DE ATRITO E MACRO TEXTURA, BEM COMO A REMOÇÃO DE BORRACHA DAS PISTAS 06/24 E 02/20 DO AEROPORTO INTERNACIONAL DE BELÉM (SBBE) E APRESENTAR OS RELATÓRIOS DE MEDIÇÃO EXIGIDOS PELA RESOLUÇÃO Nº 236, DE 5 DE JUNHO DE 2012, EMITIDA PELA ANAC BRASIL.",CUMPRIDA,ANAC,173.0
407,51570,"ATUALIZAR, INCLUINDO MAIS INFORMAÇÕES NA PUBLICAÇÃO AIP BRASIL, SOBRE AS CARACTERÍSTICAS FÍSICAS DO AERÓDROMO, NOMEADAMENTE, LARGURA, TIPO E RESISTÊNCIA DO PISO DAS TAXIWAY B/C/D/E/G/H/J/K DO AEROPORTO INTERNACIONAL DE BELÉM (SBBE).",AGUARDANDO RESPOSTA,DECEA,
408,51570,SUPERVISIONAR A CORRETA INTERPRETAÇÃO E APLICAÇÃO DAS RECOMENDAÇÕES CONTIDAS NO PRESENTE RELATÓRIO PARA GARANTIR A EFICÁCIA E A MELHORIA DA SEGURANÇA AOS OPERADORES.,CUMPRIDA,ANAC,173.0
409,51570,"EM COOPERAÇÃO COM O DECEA, INFRAERO E UTILIZADORES DO AEROPORTO INTERNACIONAL DE BELÉM:    REALIZAR UMA ANÁLISE ABRANGENTE DOS PROCEDIMENTOS OPERACIONAIS E TOMAR TODAS AS MEDIDAS NECESSÁRIAS PARA ENCONTRAR MEDIDAS ADEQUADAS PARA REDUZIR A COMPLEXIDADE E OS RISCOS SISTÊMICOS.",CUMPRIDA,ANAC,173.0
410,51597,"Realizar uma auditoria na empresa Guben S.A., a fim de verificar a conformidade dos serviços de manutenção realizados.",AGUARDANDO RESPOSTA,DINACIA,
411,51653,"Estudar a necessidade de estabelecer no RBAC n° 61 uma quantidade mínima de horas de voo que o piloto deve ter no modelo de aeronave rebocadora para iniciar o curso de piloto rebocador de planador, de maneira que ele seja capaz de identificar e corrigir situações anormais ou de emergência com mais efetividade.",CUMPRIDA,ANAC,210.0
412,51655,"Realizar gestões junto à Rico Táxi Aéreo LTDA. com o intuito de que a empresa passe a exercer supervisão gerencial efetiva na padronização referente aos procedimentos operacionais utilizados no planejamento e execução dos voos, notadamente, no que se refere ao pouso em locais desconhecidos pela tripulação.",CUMPRIDA,ANAC,81.0
413,51671,"Realizar uma Auditoria Especial no Aeroclube de Mon tenegro, a fim de verificar a conformidade dos procedimentos operacionais adotado s pelo Setor de Instrução da entidade, visando incrementar o nível de proficiênc ia teórico e prático de seus instrutores de voo.",CUMPRIDA,ANAC,125.0
414,51674,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil sobre a importância do fiel cumprimento das normas operacionais e dos manuais de voo das aeronaves, sobretudo no que diz respeito às corretas configurações da aeronave para a realização dos pousos normais.",CUMPRIDA,ANAC,
415,51674,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL SOBRE UM POSSíVEL AUMENTO DO RISCO DE ESQUECIMENTO DA REALIZAçãO DO CHEQUE DO TREM DE POUSO NAS APROXIMAçõES FINAIS, EM RAZãO DA MUDANçA NA FRASEOLOGIA PREVISTA PARA ESSA FASE DO VOO, A QUAL NãO PREVê QUE A TRIPULAçãO INFORME AO óRGãO ATS A SITUAçãO DO TREM DE POUSO.",CUMPRIDA,ANAC,
416,51674,"Analisar a possibilidade de reinserir na ICA 100-12, e nos demais documentos que versam sobre Fraseologia de Tráfego Aéreo, a obrigatoriedade de os pilotos, quando na aproximação final, informarem ao órgão ATS pertinente a situação do trem de pouso, a fim de evitar que aeronaves toquem na pista com o trem de pouso recolhido devido ao esquecimento dos tripulantes.",CUMPRIDA,DECEA,
417,52265,"Assegurar-se do fiel e correto cumprimento da IS 61-004 em vigor no que tange aos procedimentos estabelecidos para o treinamento de familiarização ou para o treinamento de diferenças, quer em simulador ou em aeronave, bem como a verificação de proficiência dos pilotos que operam no Brasil, de forma a garantir a operação segura das aeronaves da série CE560-XL fabricadas pela Cessna Aircraft Company em território brasileiro.",CUMPRIDA,ANAC,255.0
418,52265,"Estabelecer perfis profissiográficos de acordo com as categorias de licenças dos pilotos da aviação civil brasileira, visando à formação de um juízo sobre a personalidade, aptidões e interesse da pessoa, além da sua adequação, ou não, ao exercício da atividade que pretende desenvolver.",NÃO CUMPRIDA,ANAC,108.0
419,52265,"Clarificar os requisitos de saúde física e mental do RBAC 67, de acordo com os perfis profissiográficos a serem estabelecidos, de forma a reduzir a discricionariedade dos médicos responsáveis pelos julgamentos da inspeções de saúde, estabelecendo os mínimos aceitáveis para o exercício da atividade aérea por parte dos pilotos da aviação civil brasileira.",NÃO CUMPRIDA,ANAC,108.0
420,52265,"Verificar a possibilidade de aplicar dispositivos transitórios nos regulamentos e instruções que regem a aviação civil, de modo a prover maior celeridade às mudanças que tenham impacto na segurança de voo.",CUMPRIDA,ANAC,108.0
421,52265,"Rever os critérios de definição de similaridade, os quais habilitam os INSPAC e os examinadores credenciados a realizarem avaliações de pilotos em vários tipos de aeronaves, levando em consideração a compatibilidade de aviônica e de sistemas embarcados.",CUMPRIDA,ANAC,108.0
422,52265,Certificar-se de que todos os INSPAC e os examinadores credenciados mantenham-se atualizados nos equipamentos os quais são habilitados para a realização de avaliações de pilotos.,CUMPRIDA,ANAC,108.0
423,52265,"Certificar-se de que o sistema DCERTA, bem como outros sistemas de gerenciamento de habilitações sejam atualizados, tão logo existam modificações nos seus regulamentos de referência.",CUMPRIDA,ANAC,77.0
424,52265,"Reavaliar os requisitos estabelecidos do RBHA 91 para a instalação de CVR e de FDR nas aeronaves, considerando além dos critérios atuais, os de desempenho e de complexidade de operação para cada tipo de aeronave.",NÃO CUMPRIDA,ANAC,108.0
425,52265,"Verificar a possibilidade de adotar o sistema de declaração online de experiência de voo (CIV eletrônica), como o meio oficial e principal de comprovação de experiência de voo dos pilotos, de modo a permitir um rápido e preciso tratamento dessas informações.",NÃO CUMPRIDA,ANAC,108.0
426,52265,Assegurar-se de que todos os operadores de AFIS e Controladores de Tráfego Aéreo assumam a sua função somente após a conclusão de todos os trâmites protocolares previstos em regulamentos específicos.,CUMPRIDA,DECEA,204.0
427,52265,Assegurar-se de que todos os operadores de AFIS e Controladores de Tráfego Aéreo mantenham-se atualizados com relação ao padrão de fraseologia a ser empregado durante a prestação de serviços de tráfego aéreo.,CUMPRIDA,DECEA,204.0
428,52265,Avaliar a possibilidade de implantar sistemas de alarme remoto de modo a permitir que os Operadores de Estação Aeronáutica tomem ciência das condições de inoperância dos auxílios à navegação assim que estes se tornem indisponíveis.,CUMPRIDA,DECEA,204.0
429,52265,"Revisar e adequar a ICA 160-1, de forma a redefinir as competências do COMAER nos assuntos relacionados às inspeções de saúde dos pilotos civis, uma vez que a referida instrução é anterior à criação da ANAC.",CUMPRIDA,DIRSA,191.0
430,52271,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DE HELICóPTEROS ACERCA DA IMPORTâNCIA DA UTILIZAçãO DAS INFORMAçõES APRESENTADAS NA SERVICE-LETTER 1673-67-04 COMO FERRAMENTA DE PREVENçãO DE OCORRêNCIAS AERONáUTICAS.",CUMPRIDA,ANAC,
431,52274,"AVALIAR A NECESSIDADE DE EMITIR UMA DIRETRIZ DE AERONAVEGABILIDADE COM BASE NO BOLETIM DE SERVIçO M77-9, EMITIDO PELA CONTINENTAL MOTORS EM 16MAR1977.",CUMPRIDA,ANAC,
432,52274,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR OPERADORES E MANTENEDORES DE AERONAVES EQUIPADAS COM MOTORES IO-TSIO-LTSIO-360, IO-346, IO-TSIO-520 E GTSIO-520 SERIES ENGINES SOBRE A IMPORTâNCIA DO CUMPRIMENTO DO BOLETIM DE SERVIçO M77-9, EMITIDO PELA CONTINENTAL MOTORS EM 16MAR1977.",CUMPRIDA,ANAC,
433,52279,"Avaliar a interferênciada presença da rede elétrica, situada na proximidade da cabeceira 33, na operação do aeródromoe, caso necessário, tomar as atitudes cabíveis no âmbito decompetência do DECEA.",AGUARDANDO RESPOSTA,DECEA,
434,52279,Emitir NOTAM a respeito da existência da rede elétrica localizada próxima à cabeceira 33 da pista de SDVI.,AGUARDANDO RESPOSTA,DECEA,
435,52279,Analisar  a  pertinência  de  incluir  no  ROTAER  a  informação  da  presença  de  rede elétrica localizada próxima à cabeceira 33 da pista de SDVI.,AGUARDANDO RESPOSTA,DECEA,
436,52295,"Realizar gestões junto à Rico Táxi Aéreo, de forma a garantir que a operação de suas aeronaves seja conduzida de acordo com a homologação prevista pelo Órgão Fiscalizador.",CUMPRIDA,ANAC,97.0
437,52340,"Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos  e operadores da aviação de asas rotativas acercados riscos decorrentes das operações a baixa altura, especialmente quando sobrevoando superfícies aquáticas espelhadas.",AGUARDANDO RESPOSTA,ANAC,
438,52538,"Realizar inspeção no aeródromo de Boquira (SNBO), de forma a verificar se o mesmo atende aos requisitos mínimos de segurança para operação.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,117.0
439,52552,"Orientar os controladores de tráfego aéreo que atuam no aeródromo de Porto Seguro sobre a importância de sempre informar os pilotos em operação naquela localidade sobre a presença de água na pista ou qualquer outra informação essencial sobre as condições do aeródromo, conforme legislação em vigor.",CUMPRIDA,DECEA,
440,52634,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola quanto aos riscos da não utilização da booster durante as fases do voo em que ela é requerida.",CUMPRIDA,ANAC,
441,52635,"Realizar uma Auditoria de Segurança de Voo na empresa Claro Aviação sediada no Aeroporto de Carlos Prates (CHE0911-31/ANAC), tendo em vista que ambas as aeronaves acidentadas haviam passado por serviços recentes de manutenção nessa empresa, e que, no primeiro evento, foram constatados indícios de deficiente manutenção.",CUMPRIDA,ANAC,559.0
442,52636,"Atuar junto ao Aeroclube de Tatuí, a fim de verificar o cumprimento dos procedimentos e doutrina aplicada aos pilotos rebocadores, bem como o estabelecimento de mecanismos que garantam o fiel cumprimento do previsto nos manuais e documentação técnica pertinente a esse tipo de atividade.",CUMPRIDA,ANAC,116.0
443,52636,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores de Aeroclubes e Escolas de Aviação sobre a importância do fiel cumprimento das normas operacionais e dos manuais técnicos, sobretudo no que diz respeito às operações com aeronaves rebocadoras.",CUMPRIDA,ANAC,8.0
444,52640,"ATUAR JUNTO à HORA - HANGAR OFICINA E RECUPERAçãO DE AERONAVES (COM 6804-03/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES BEECH AIRCRAFT, MODELO 58, CONFORME PRECONIZA A LEGISLAçãO EM VIGOR, OS RESPECTIVOS MANUAIS TéCNICOS E A LISTA DE CAPACIDADES DA EMPRESA.",CUMPRIDA,ANAC,
445,52640,"ATUAR JUNTO SECRETARIA ESTADUAL DE JUSTIçA E SEGURANçA PúBLICA DO MATO GROSSO DO SUL, A FIM DE QUE AQUELE OPERADOR APERFEIçOE SEUS MECANISMOS ADMINISTRATIVOS E OPERACIONAIS DE RECEBIMENTO, ESCRITURAçãO E VERIFICAçãO DOS SERVIçOS DE MANUTENçãO EXECUTADOS NAS AERONAVES SOB SUA RESPONSABILIDADE, COMO FORMA DE PREVENIR OCORRêNCIAS AERONáUTICAS.",CUMPRIDA,ANAC,
446,52651,Realizar gestões junto ao operador da aeronave de modo a certificar-se que este organize o planejamento gerencial das suas aeronaves e equipe as mesmas com kit de sobrevivência e kit de primeiros socorros.,NÃO CUMPRIDA,ANAC,182.0
447,52671,"ATUAR JUNTO à PELICANO AVIAçãO AGRíCOLA LTDA., A FIM DE INCENTIVAR QUE O SETOR RESPONSáVEL PELA SEGURANçA OPERACIONAL DAQUELE OPERADOR TENHA UMA ATUAçãO MAIS EFETIVA NA PROMOçãO DE ATIVIDADE DE PREVENçãO DE OCORRêNCIAS AERONáUTICAS E QUE O MANUAL DE GERENCIAMENTO DA SEGURANçA OPERACIONAL (MSGO) SEJA ATUALIZADO E CUMPRIDO POR TODOS OS PROFISSIONAIS QUE ATUAM NA REFERIDA EMPRESA.",CUMPRIDA,ANAC,
448,52671,"ATUAR JUNTO à PELICANO AVIAçãO AGRíCOLA LTDA., A FIM DE QUE AQUELE OPERADOR REAVALIE A ADEQUABILIDADE E A EFICáCIA DOS MECANISMOS DE PLANEJAMENTO DE VOO E DE SUPERVISãO GERENCIAL ADOTADOS PELA EMPRESA, TENDO EM VISTA QUE TAIS AçõES, QUANDO ADEQUADAMENTE REALIZADAS, TORNAM-SE IMPORTANTES FERRAMENTAS DE PREVENçãO DE OCORRêNCIAS AERONáUTICAS.",CUMPRIDA,ANAC,
449,52671,"ATUAR JUNTO à PELICANO AVIAçãO AGRíCOLA LTDA., A FIM DE QUE ESSE OPERADOR APRIMORE SEUS MECANISMOS DE CONTROLE E REGISTRO DOS SERVIçOS DE MANUTENçãO REALIZADOS EM SUAS AERONAVES, VISANDO EVITAR A INSTALAçãO DE PRODUTOS INCOMPATíVEIS COM AS ESPECIFICAçõES DA AERONAVE.",CUMPRIDA,ANAC,
450,52694,"""Atuar na Yros Fly Escola de Aviação Civil Ltda., a fim de que aquele operador aprimore os treinamentos de Crew Resource Management (CRM) oferecido a seus tripulantes sobretudo no que diz respeito às técnicas de instrução recomendadas, e oriente os instrutores a serem proativos e conservativos, de modo a evitar que os erros dos alunos se aproximem do ponto de irreversibilidade de um acidente.""",AGUARDANDO RESPOSTA,ANAC,
451,52699,Divulgar o conteúdo do presente relatório junto às empresas que comercializam JET A1 (Querosene de Aviação) nos aeródromos brasileiros.,NÃO CUMPRIDA,ANAC,144.0
452,52699,"Implementar, em coordenação com a ANP, a utilização de recipientes de 5 galões (aproximadamente 20 litros) de aditivo ULTRASOLVE AC HF diretamente nos CTA, pelas empresas que comercializam JET A1 (Querosene de Aviação), excluindo do processo a transferência de aditivo entre recipientes extras para o transporte até reservatório do aditivo dos CTA.",NÃO CUMPRIDA,ANAC,144.0
453,52699,"Adequar os recursos humanos e materiais necessários à realização das tarefas de suporte aos caminhões de abastecimento no pátio de aeronaves, a fim de evitar interrupções de tarefas.",AGUARDANDO RESPOSTA,AEROPREST,
454,52699,"Divulgar, a todos os funcionários, a informação de novos produtos que venham a circular no ambiente operacional como forma de coibir possíveis enganos sobre os produtos utilizados e reforçar a adoção de procedimentos específicos para o manuseio dos mesmos.",AGUARDANDO RESPOSTA,AEROPREST,
455,52699,"Incrementar a fiscalização na adequação dos recursos humanos e materiais, utilizados pelas empresas revendedoras, necessários à realização das tarefas de suporte aos caminhões de abastecimento no pátio de aeronaves, a fim de evitar interrupções de tarefas.",AGUARDANDO RESPOSTA,PETROBRÁS,
456,52814,"Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves agrícolas.",AGUARDANDO RESPOSTA,ANAC,
457,52816,"Realizar gestões junto ao operador, a fim de reforçar que, exceto para efeito de salvar vidas, nenhuma aeronave acidentada, seus restos ou coisas que por ela eram transportadas podem ser vasculhados ou removidos, a não ser em presença ou com autorização do responsável pela Ação Inicial.",CUMPRIDA,ANAC,
458,52819,"ATUAR JUNTO à HORA - HANGAR, OFICINA E RECUPERAçãO DE AVIõES LTDA. (COM NO 6804-03/ANAC), A FIM DE QUE AQUELA ORGANIZAçãO DEMONSTRE QUE POSSUI E APLICA TODOS OS RECURSOS NECESSáRIOS à ADEQUADA PRESTAçãO DE SERVIçOS DE MANUTENçãO NAS AERONAVES DE MODELO U206F, FABRICADAS PELA CESSNA AIRCRAFT, VISANDO INCREMENTAR OS NíVEIS DE COMPETêNCIA E SEGURANçA OPERACIONAL REQUERIDOS AO DESEMPENHO DAS ATIVIDADES PARA AS QUAIS TAL ORGANIZAçãO é CERTIFICADA.",CUMPRIDA,ANAC,
459,52837,"Atuar junto à Agência Nacional de Energia Elétrica (ANEEL) e companhias que exploram comercialmente o fornecimento de energia elétrica, verificando a viabilidade de sinalizar as linhas de energia (fios e cabos) com marcadores de grande visibilidade, sobretudo a malha localizada em área rural.",CUMPRIDA,ANAC,41.0
460,52838,"Divulgar os ensinamentos colhidos da presente investigação, buscando alertar os pilotos que atuam na aviação agrícola sobre os riscos decorrentes da execução de manobras a baixa altura com velocidades próximas à velocidade de estol, notadamente durante a realização da curva de reversão.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,
461,52874,"Divulgar os ensinamentos colhidos da presente investigação, enfatizando junto aos operadores aeroagrícolas quanto aos riscos envolvidos numa operação sem que haja a devida observância dos limites aerodinâmicos da respectiva aeronave.",CUMPRIDA DE FORMA ALTERNATIVA,ANAC,
462,52934,"REALIZAR UMA AUDITORIA NA ENAGRI - EMPRESA NACIONAL DE AVIAçãO AGRíCOLA LTDA., A FIM DE VERIFICAR A CONFORMIDADE DOS SERVIçOS DE MANUTENçãO DE SUAS AERONAVES.",CUMPRIDA,ANAC,
463,52934,"ATUAR JUNTO à ENAGRI - EMPRESA NACIONAL DE AVIAçãO AGRíCOLA LTDA., A FIM DE ESTABELECER EM SEU PROGRAMA DE TREINAMENTO, MAIOR êNFASE NAS TéCNICAS E CUIDADOS PARA A REALIZAçãO DO VOO AGRíCOLA, EM ESPECIAL NO TOCANTE àS CURVAS DE REVERSãO.",CUMPRIDA,ANAC,
464,52935,"Tendo em vista os fatos observados e relatados neste relatório, a repetição excessiva no  Brasil de ocorrências aeronáuticas envolvendo aeronaves de instrução pela não observação dos pilotos, no que diz respeito aos limites operacionais determinados pelo fabricante da aeronave, e claramente expressos nos manuais, recomenda-se intensificar o grau e o nível de fiscalização",CUMPRIDA,ANAC,90.0
465,52946,"Atuar junto à ABNT, buscando estabelecer critérios para a atualização da norma NBR 7276:2005, normatizando a sinalização das linhas de transmissão de energia elétrica em áreas sujeitas à operação aeroagrícola, com o objetivo de mitigar o risco de colisão de aeronaves agrícolas com estas linhas de transmissão, tendo em vista a frequente reincidência de acidentes desta natureza.",AGUARDANDO RESPOSTA,SINDAG,
466,52946,"Atuar junto às concessionárias de distribuição de energia elétrica, a fim de se estabelecer um mecanismo pelo qual os operadores aeroagrícolas possam solicitar a sinalização das linhas de transmissão de energia elétrica, localizadas dentro de áreas onde se pretenda operar aeronaves agrícolas, em atendimento ao item 4.7.5 da NBR 7276:2005.",AGUARDANDO RESPOSTA,SINDAG,
